Symbol,Company Name,Sector
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",Finance
FDCF,Fidelity Disruptive Communications ETF,
FDFF,Fidelity Disruptive Finance ETF,
FDIF,Fidelity Disruptors ETF,
FDIG,Fidelity Crypto Industry and Digital Payments ETF,
FDIV,MarketDesk Focused U.S. Dividend ETF,
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",Health Care
FDNI,First Trust Dow Jones International Internet ETF,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,
FDTX,Fidelity Disruptive Technology ETF,
FDUS,Fidus Investment Corporation - Closed End Fund,Finance
FEAM,"5E Advanced Materials, Inc. - Common Stock",Industrials
FEBO,Fenbo Holdings Limited - Ordinary Shares,
FEIM,"Frequency Electronics, Inc. - Common Stock",Industrials
FELE,"Franklin Electric Co., Inc. - Common Stock",Consumer Discretionary
FEM,First Trust Emerging Markets AlphaDEX Fund,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,
FEMY,Femasys Inc. - Common Stock,Health Care
FENC,Fennec Pharmaceuticals Inc. - Common Stock,Health Care
FEP,First Trust Europe AlphaDEX Fund,
FEPI,REX FANG & Innovation Equity Premium Income ETF,
FEUZ,First Trust Eurozone AlphaDEX ETF,
FEX,First Trust Large Cap Core AlphaDEX Fund,
FEXD,Fintech Ecosystem Development Corp. - Class A Common Stock,Finance
FEXDR,Fintech Ecosystem Development Corp. - Right,Finance
FEXDU,Fintech Ecosystem Development Corp. - Units,Finance
FEXDW,Fintech Ecosystem Development Corp. - Warrant,Finance
FFBC,First Financial Bancorp. - Common Stock,Finance
FFIC,Flushing Financial Corporation - Common Stock,Finance
FFIE,Faraday Future Intelligent Electric Inc. - Common Stock,Consumer Discretionary
FFIEW,Faraday Future Intelligent Electric Inc. - Warrant,Consumer Discretionary
FFIN,"First Financial Bankshares, Inc. - Common Stock",Finance
FFIV,"F5, Inc. - Common Stock",Technology
FFNW,"First Financial Northwest, Inc. - Common Stock",Finance
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",Finance
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",Finance
FGEN,"FibroGen, Inc - Common Stock",Health Care
FGF,"FG Financial Group, Inc.  - Common Stock",Finance
FGFPP,"FG Financial Group, Inc.  - 8.00% Cumulative Series A Preferred Stock",Finance
FGI,FGI Industries Ltd. - Ordinary Shares,Industrials
FGIWW,FGI Industries Ltd. - warrant,Industrials
FGM,First Trust Germany AlphaDEX Fund,
FHB,"First Hawaiian, Inc. - Common Stock",Finance
FHLT,Future Health ESG Corp. - Common stock,Health Care
FHLTU,Future Health ESG Corp. - Unit,Health Care
FHLTW,Future Health ESG Corp. - Warrant,Health Care
FHTX,Foghorn Therapeutics Inc. - Common Stock,Health Care
FIAC,Focus Impact Acquisition Corp. - Class A Common Stock,Finance
FIACU,Focus Impact Acquisition Corp. - Unit,Finance
FIACW,Focus Impact Acquisition Corp. - Warrant,Finance
FIBK,"First Interstate BancSystem, Inc. - Common Stock",Finance
FICS,First Trust International Developed Capital Strength ETF,
FICV,Frontier Investment Corp - Class A Ordinary Shares,Finance
FICVU,Frontier Investment Corp - Units,Finance
FICVW,Frontier Investment Corp - Warrants,Finance
FID,First Trust S&P International Dividend Aristocrats ETF,
FINE,Themes European Luxury ETF,
FINW,FinWise Bancorp - Common Stock,Finance
FINX,Global X FinTech ETF,
FIP,FTAI Infrastructure Inc. - Common Stock,Industrials
FISI,"Financial Institutions, Inc. - Common Stock",Finance
FITB,Fifth Third Bancorp - Common Stock,Finance
FITBI,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,Finance
FITBO,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",Finance
FITBP,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",Finance
FIVE,"Five Below, Inc. - Common Stock",Consumer Discretionary
FIVN,"Five9, Inc. - Common Stock",Technology
FIXD,First Trust TCW Opportunistic Fixed Income ETF,
FIXT,Procure Disaster Recovery Strategy ETF,
FIXX,"Homology Medicines, Inc. - Common Stock",Health Care
FIZZ,National Beverage Corp. - Common Stock,Consumer Staples
FJP,First Trust Japan AlphaDEX Fund,
FKU,First Trust United Kingdom AlphaDEX Fund,
FKWL,Franklin Wireless Corp. - common stock,Utilities
FLEX,Flex Ltd. - Ordinary Shares,Technology
FLFV,Feutune Light Acquisition Corporation - Class A Common Stock,Finance
FLFVR,Feutune Light Acquisition Corporation - Right,Finance
FLFVU,Feutune Light Acquisition Corporation - Unit,Finance
FLFVW,Feutune Light Acquisition Corporation - Warrant,Finance
FLGC,Flora Growth Corp. - Common Stock,Health Care
FLGT,"Fulgent Genetics, Inc. - Common Stock",Health Care
FLIC,The First of Long Island Corporation - Common Stock,Finance
FLJ,FLJ Group Limited - American Depositary Shares,Finance
FLL,"Full House Resorts, Inc. - Common Stock",Consumer Discretionary
FLN,First Trust Latin America AlphaDEX Fund,
FLNC,"Fluence Energy, Inc. - Class A Common Stock",Miscellaneous
FLNT,"Fluent, Inc. - Common Stock",Consumer Discretionary
FLUX,"Flux Power Holdings, Inc. - Common Stock",Miscellaneous
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",Consumer Discretionary
FLXS,"Flexsteel Industries, Inc. - Common Stock",Consumer Discretionary
FLYW,Flywire Corporation - Voting Common Stock,Technology
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",Finance
FMB,First Trust Managed Municipal ETF,
FMBH,"First Mid Bancshares, Inc. - Common Stock",Finance
FMED,Fidelity Disruptive Medicine ETF,
FMET,Fidelity Metaverse ETF,
FMHI,First Trust Municipal High Income ETF,
FMNB,Farmers National Banc Corp. - Common Stock,Finance
FMST,Foremost Lithium Resource & Technology Ltd. - Common stock,Basic Materials
FMSTW,Foremost Lithium Resource & Technology Ltd. - Warrant,Basic Materials
FNCB,FNCB Bancorp Inc. - Common Stock,Finance
FNCH,"Finch Therapeutics Group, Inc. - Common Stock",Health Care
FNGR,"FingerMotion, Inc. - common stock",Technology
FNK,First Trust Mid Cap Value AlphaDEX Fund,
FNKO,"Funko, Inc. - Class A Common Stock",Consumer Discretionary
FNLC,"First Bancorp, Inc (ME) - Common Stock",Finance
FNVT,Finnovate Acquisition Corp. - Class A Ordinary Shares,Finance
FNVTU,Finnovate Acquisition Corp. - Units,Finance
FNVTW,Finnovate Acquisition Corp. - Warrants,Finance
FNWB,First Northwest Bancorp - Common Stock,Finance
FNWD,Finward Bancorp - common stock,Finance
FNX,First Trust Mid Cap Core AlphaDEX Fund,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,
FOLD,"Amicus Therapeutics, Inc. - Common Stock",Health Care
FONR,Fonar Corporation - Common Stock,Health Care
FORA,Forian Inc. - Common Stock,Technology
FORD,"Forward Industries, Inc. - Common Stock",
FORL,Four Leaf Acquisition Corporation - Class A Common Stock,Finance
FORLU,Four Leaf Acquisition Corporation - Unit,Finance
FORLW,Four Leaf Acquisition Corporation - Warrants,Finance
FORM,"FormFactor, Inc. - Common Stock",Technology
FORR,"Forrester Research, Inc. - Common Stock",Consumer Discretionary
FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,Technology
FOSL,"Fossil Group, Inc. - Common Stock",Consumer Discretionary
FOSLL,"Fossil Group, Inc. - 7% Senior Notes due 2026",Consumer Discretionary
FOX,Fox Corporation - Class B Common Stock,Industrials
FOXA,Fox Corporation - Class A Common Stock,Industrials
FOXF,Fox Factory Holding Corp. - Common Stock,Consumer Discretionary
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,
FPAY,"FlexShopper, Inc. - Common Stock",Consumer Discretionary
FPXE,First Trust IPOX Europe Equity Opportunities ETF,
FPXI,First Trust International Equity Opportunities ETF,
FRAF,Franklin Financial Services Corporation - Common Stock,Finance
FRBA,First Bank  - Common Stock,Finance
FREE,"Whole Earth Brands, Inc. - Class A Common Stock",Consumer Staples
FREEW,"Whole Earth Brands, Inc. - Warrant",Consumer Staples
FRES,Fresh2 Group Limited - American Depositary Shares,Health Care
FRGT,"Freight Technologies, Inc. - Ordinary Shares",Consumer Discretionary
FRHC,Freedom Holding Corp. - Common Stock,
FRLA,Fortune Rise Acquisition Corporation - Class A Common Stock,Finance
FRLAU,Fortune Rise Acquisition Corporation - Units,Finance
FRLAW,Fortune Rise Acquisition Corporation - Warrant,Finance
FRLN,Freeline Therapeutics Holdings plc - ADSs,Health Care
FRME,First Merchants Corporation - Common Stock,Finance
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",Finance
FROG,JFrog Ltd. - Ordinary shares,Technology
FRPH,"FRP Holdings, Inc. - Common Stock",Finance
FRPT,"Freshpet, Inc. - Common Stock",Consumer Staples
FRSH,Freshworks Inc. - Class A Common Stock,Technology
FRST,Primis Financial Corp. - Common Stock,Finance
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,Technology
FRZA,"Forza X1, Inc. - Common Stock",Industrials
FSBC,Five Star Bancorp - Common Stock,Finance
FSBW,"FS Bancorp, Inc. - Common Stock",Finance
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",Finance
FSFG,"First Savings Financial Group, Inc. - Common Stock",Finance
FSLR,"First Solar, Inc. - Common Stock",Technology
FSTR,L.B. Foster Company - Common Stock,Industrials
FSV,FirstService Corporation - Common Shares,
FSZ,First Trust Switzerland AlphaDEX Fund,
FTA,First Trust Large Cap Value AlphaDEX Fund,
FTAG,First Trust Indxx Global Agriculture ETF,
FTAI,FTAI Aviation Ltd. - Common Stock,Industrials
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Industrials
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Industrials
FTAIO,FTAI Aviation Ltd. - 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,Industrials
FTAIP,FTAI Aviation Ltd. - 8.25% Fixed-to-Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,Industrials
FTC,First Trust Large Cap Growth AlphaDEX Fund,
FTCI,"FTC Solar, Inc. - Common Stock",Technology
FTCS,First Trust Capital Strength ETF,
FTDR,"Frontdoor, Inc. - Common Stock",Consumer Discretionary
FTDS,First Trust Dividend Strength ETF,
FTEK,"Fuel Tech, Inc. - Common Stock",Industrials
FTEL,Fitell Corporation - Ordinary Shares,
FTFT,Future FinTech Group Inc. - Common Stock,Consumer Discretionary
FTGC,First Trust Global Tactical Commodity Strategy Fund,
FTGS,First Trust Growth Strength ETF,
FTHI,First Trust BuyWrite Income ETF,
FTHM,Fathom Holdings Inc. - Common Stock,Finance
FTII,FutureTech II Acquisition Corp. - Class A Common Stock,Finance
FTIIU,FutureTech II Acquisition Corp. - Unit,Finance
FTIIW,FutureTech II Acquisition Corp. - Warrant,Finance
FTLF,"FitLife Brands, Inc. - Common Stock",Health Care
FTNT,"Fortinet, Inc. - Common Stock",Technology
FTQI,First Trust Nasdaq BuyWrite Income ETF,
FTRE,Fortrea Holdings Inc. - Common Stock,Health Care
FTRI,First Trust Indxx Global Natural Resources Income ETF,
FTSL,First Trust Senior Loan Fund,
FTSM,First Trust Enhanced Short Maturity ETF,
FTXG,First Trust Nasdaq Food & Beverage ETF,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,
FTXL,First Trust Nasdaq Semiconductor ETF,
FTXN,First Trust Nasdaq Oil & Gas ETF,
FTXO,First Trust Nasdaq Bank ETF,
FTXR,First Trust Nasdaq Transportation ETF,
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",Health Care
FULT,Fulton Financial Corporation - Common Stock,Finance
FULTP,"Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",Finance
FUNC,First United Corporation - Common Stock,Finance
FUND,"Sprott Focus Trust, Inc. - Closed End Fund",Finance
FUSB,"First US Bancshares, Inc. - Common Stock",Finance
FUSN,Fusion Pharmaceuticals Inc. - Common Shares,Health Care
FUTU,Futu Holdings Limited - American Depositary Shares,Finance
FUV,"Arcimoto, Inc. - Common Stock",Consumer Discretionary
FV,First Trust Dorsey Wright Focus 5 ETF,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,
FVCB,"FVCBankcorp, Inc. - Common Stock",Finance
FWBI,"First Wave BioPharma, Inc. - Common Stock",Health Care
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,Industrials
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,Industrials
FWRD,Forward Air Corporation - Common Stock,Consumer Discretionary
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",Consumer Discretionary
FXNC,First National Corporation - Common Stock,Finance
FYBR,"Frontier Communications Parent, Inc. - Common Stock",Consumer Discretionary
FYC,First Trust Small Cap Growth AlphaDEX Fund,
FYT,First Trust Small Cap Value AlphaDEX Fund,
FYX,First Trust Small Cap Core AlphaDEX Fund,
GABC,"German American Bancorp, Inc. - Common Stock",Finance
GAIA,"Gaia, Inc. - Class A Common Stock",Consumer Discretionary
GAIN,Gladstone Investment Corporation - Business Development Company,Finance
GAINL,Gladstone Investment Corporation - 8.00% Notes due 2028,Finance
GAINN,Gladstone Investment Corporation - 5.00% Notes Due 2026,Finance
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,Finance
GALT,Galectin Therapeutics Inc. - Common Stock,Health Care
GAMB,Gambling.com Group Limited - Ordinary Shares,Consumer Discretionary
GAMC,Golden Arrow Merger Corp. - Class A Common Stock,Finance
GAMCU,Golden Arrow Merger Corp. - Unit,Finance
GAMCW,Golden Arrow Merger Corp. - Warrant,Finance
GAME,"GameSquare Holdings, Inc. - Common stock",Consumer Discretionary
GAN,GAN Limited - Ordinary Shares,Technology
GANX,"Gain Therapeutics, Inc. - Common Stock",Health Care
GASS,"StealthGas, Inc. - common stock",Consumer Discretionary
GATE,Marblegate Acquisition Corp. - Class A Common Stock,Finance
GATEU,Marblegate Acquisition Corp. - Unit,Finance
GATEW,Marblegate Acquisition Corp. - Warrant,Finance
GBBK,Global Blockchain Acquisition Corp. - Common Stock,Finance
GBBKR,Global Blockchain Acquisition Corp. - Right,Finance
GBBKW,Global Blockchain Acquisition Corp. - Warrant,Finance
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",Finance
GBIO,Generation Bio Co. - Common stock,Health Care
GBNH,Greenbrook TMS Inc. - Common Shares,Health Care
GBNY,"Generations Bancorp NY, Inc. - Common Stock",Finance
GCBC,"Greene County Bancorp, Inc. - Common Stock",Finance
GCMG,GCM Grosvenor Inc. - Class A Common Stock,Finance
GCMGW,GCM Grosvenor Inc. - Warrant,Finance
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,Consumer Discretionary
GCTK,"GlucoTrack, Inc. - Common Stock",Health Care
GDC,GD Culture Group Limited - Common Stock,Industrials
GDEN,"Golden Entertainment, Inc. - Common Stock",Consumer Discretionary
GDEV,GDEV Inc. - Ordinary Shares,Technology
GDEVW,GDEV Inc. - Warrant,Technology
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,Consumer Discretionary
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",Technology
GDS,GDS Holdings Limited - American Depositary Shares,Technology
GDST,Goldenstone Acquisition Limited - Common Stock,Finance
GDSTR,Goldenstone Acquisition Limited - Rights,Finance
GDSTU,Goldenstone Acquisition Limited - Units,Finance
GDSTW,Goldenstone Acquisition Limited - Warrants,Finance
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,Health Care
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",Technology
GECC,Great Elm Capital Corp. - Closed End Fund,Finance
GECCM,Great Elm Capital Corp. - 6.75% Notes Due 2025,Finance
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,Finance
GECCZ,Great Elm Capital Corp. - 8.75% Notes due 2028,Finance
GEG,"Great Elm Group, Inc.  - Common Stock",Technology
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",Finance
GEHC,GE HealthCare Technologies Inc. - Common Stock,Technology
GEN,Gen Digital Inc. - Common Stock,Technology
GENE,Genetic Technologies Ltd - American Depositary Shares,Health Care
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",Consumer Discretionary
GEOS,Geospace Technologies Corporation - Common Stock,Industrials
GERN,Geron Corporation - Common Stock,Health Care
GEVO,"Gevo, Inc. - Common Stock",Industrials
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",Finance
GFAIW,"Guardforce AI Co., Limited - Warrant",Consumer Discretionary
GFGF,Guru Favorite Stocks ETF,
GFS,GlobalFoundries Inc. - Ordinary Share,Technology
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",Finance
GGE,Green Giant Inc. - Common Stock,
GGLL,Direxion Daily GOOGL Bull 1.5X Shares,
GGLS,Direxion Daily GOOGL Bear 1X Shares,
GGR,Gogoro Inc. - Ordinary Shares,Consumer Discretionary
GGROW,Gogoro Inc. - Warrant,Consumer Discretionary
GH,"Guardant Health, Inc. - Common Stock",Health Care
GHIX,"Gores Holdings IX, Inc. - Class A Common Stock",Finance
GHIXU,"Gores Holdings IX, Inc. - Unit",Finance
GHIXW,"Gores Holdings IX, Inc. - Warrant",Finance
GHRS,GH Research PLC - Ordinary Shares,Health Care
GHSI,"Guardion Health Sciences, Inc. - Common Stock",Health Care
GIA,"GigCapital 5, Inc. - Common Stock",Health Care
GIFI,"Gulf Island Fabrication, Inc. - Common Stock",Industrials
GIGM,GigaMedia Limited - Ordinary Shares,Technology
GIII,"G-III Apparel Group, LTD. - Common Stock",Consumer Discretionary
GILD,"Gilead Sciences, Inc. - Common Stock",Health Care
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,Technology
GIPR,Generation Income Properties Inc. - Common stock,Real Estate
GIPRW,Generation Income Properties Inc. - Warrant,Real Estate
GLAC,Global Lights Acquisition Corp - Ordinary Shares,
GLACR,Global Lights Acquisition Corp - Rights,
GLACU,Global Lights Acquisition Corp - Unit,
GLAD,Gladstone Capital Corporation - Closed End Fund,Finance
GLADZ,Gladstone Capital Corporation - 7.75% Notes due 2028,
GLBE,Global-E Online Ltd. - ordinary shares,Technology
GLBS,Globus Maritime Limited - Common Stock,Consumer Discretionary
GLBZ,Glen Burnie Bancorp - Common Stock,Finance
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,Industrials
GLDI,"Credit Suisse X-Links Gold Shares Covered Call ETNs due February 2, 2033",
GLLI,Globalink Investment Inc. - Common Stock,Industrials
GLLIR,Globalink Investment Inc. - Rights,
GLLIU,Globalink Investment Inc. - Units,Industrials
GLLIW,Globalink Investment Inc. - Warrants,Industrials
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,Health Care
GLNG,Golar LNG Limited - Common Shares,Consumer Discretionary
